Country, Name, Start, End, Full Name, Web reference
Pakistan, Asif Ali Zardari, 2008-09-09,2013-09-08, President Asif Ali Zardari, http://www.worldpresidentsdb.com/Asif-Ali-Zardari/
Pakistan, Mamnoon Hussain, 2013-09-09,Acting, President Mamnoon Hussain, http://www.worldpresidentsdb.com/Mamnoon-Hussain/
Romania, Klaus Iohannis, 2014-12-21,Acting, President Klaus Iohannis, http://www.worldpresidentsdb.com/Traian-Basescu/
Romania, Traian Basescu, 2012-08-27,2014-12-21, President Traian Basescu, http://www.worldpresidentsdb.com/Traian-Basescu/
Romania, Traian Basescu, 2007-05-23,2012-07-10, President Traian Basescu, http://www.worldpresidentsdb.com/Traian-Basescu/
Romania, Traian Basescu, 2004-12-20,2007-04-20, President Traian Basescu, http://www.worldpresidentsdb.com/Traian-Basescu/
Romania, Ion Iliescu, 1990-05-20,1992-10-11, President Ion Iliescu, http://www.worldpresidentsdb.com/Ion-Iliescu/
Romania, Ion Iliescu, 1992-10-11,1996-11-29, President Ion Iliescu, http://www.worldpresidentsdb.com/Ion-Iliescu/
Romania, Ion Iliescu, 2000-12-20,2004-12-22, President Ion Iliescu, http://www.worldpresidentsdb.com/Ion-Iliescu/
Iraq, Muhammad Najib Ar Ruba i, 1958-07-14,1963-02-08, President Muhammad Najib Ar Ruba i, http://www.worldpresidentsdb.com/Muhammad-Najib-Ar-Ruba-i/
Iraq, Abdul Salam Arif, 1963-02-08,1966-04-13, President Abdul Salam Arif, http://www.worldpresidentsdb.com/Abdul-Salam-Arif/
Iraq, Abdul Rahman Arif, 1966-04-16,1968-07-17, President Abdul Rahman Arif, http://www.worldpresidentsdb.com/Abdul-Rahman-Arif/
Iraq, Ahmed Hassan al Bakr, 1968-07-17,1979-07-16, President Ahmed Hassan al Bakr, http://www.worldpresidentsdb.com/Ahmed-Hassan-al-Bakr/
Iraq, Saddam Hussein, 1979-07-16,2003-04-09, President Saddam Hussein, http://www.worldpresidentsdb.com/Saddam-Hussein/
Iraq, Jalal Talabani, 2005-04-07,2014-07-24, Dictator Jalal Talabani, http://www.worldpresidentsdb.com/Jalal-Talabani/
Iraq, Fuad Masum, 2014-07-24,Acting, President Fuad Masum, http://www.worldpresidentsdb.com/Fuad-Masum/
Portugal, Jorge Sampaio, 1996-03-09,2001-03-09, President Jorge Sampaio, http://www.worldpresidentsdb.com/Jorge-Sampaio/
Portugal, Jorge Sampaio, 2001-03-09,2006-03-09, President Jorge Sampaio, http://www.worldpresidentsdb.com/Jorge-Sampaio/
Portugal, Anibal Cavaco Silva, 2006-03-09,2011-03-09, President Anibal Cavaco Silva, http://www.worldpresidentsdb.com/Anibal-Cavaco-Silva/
Portugal, Anibal Cavaco Silva, 2011-03-09,2015-03-09, President Anibal Cavaco Silva, http://www.worldpresidentsdb.com/Anibal-Cavaco-Silva/
Portugal, Marcelo Rebelo de Sousa, 2016-03-09,Acting, President Marcelo Rebelo de Sousa, http://www.worldpresidentsdb.com/Anibal-Cavaco-Silva/
Portugal, Mario Soares, 1986-03-09,1996-03-09, President Mario Soares, http://www.worldpresidentsdb.com/Mario-Soares/
Portugal, Mario Soares, 1986-03-09,1996-03-09, President Mario Soares, http://www.worldpresidentsdb.com/Mario-Soares/
South Africa, Charles Robberts Swart, 1961-05-31,1967-06-01, President Charles Robberts Swart, http://www.worldpresidentsdb.com/Charles-Robberts-Swart/
South Africa, Theophilus Ebenhaezer Donges, 1966-09-06,1966-09-13, President Theophilus Ebenhaezer Donges, http://www.worldpresidentsdb.com/Theophilus-Ebenhaezer-Donges/
South Africa, Jozua Francois Naude, 1967-06-01,1968-04-10, President Jozua Francois Naude, http://www.worldpresidentsdb.com/Jozua-Francois-Naude/
South Africa, Jacobus Johannes Fouche, 1968-04-10,1975-04-09, President Jacobus Johannes Fouche, http://www.worldpresidentsdb.com/Jacobus-Johannes-Fouche/
South Africa, Johannes de Klerk, 1975-04-09,1975-04-19, President Johannes de Klerk, http://www.worldpresidentsdb.com/Johannes-de-Klerk/
South Africa, Nicolaas Diederichs, 1975-04-19,1978-08-21, President Nicolaas Diederichs, http://www.worldpresidentsdb.com/Nicolaas-Diederichs/
South Africa, B J Vorster, 1978-10-10,1979-06-04, President B J Vorster, http://www.worldpresidentsdb.com/B-J-Vorster/
South Africa, Marais Viljoen, 1979-06-04,1984-09-04, President Marais Viljoen, http://www.worldpresidentsdb.com/Marais-Viljoen/
South Africa, Marais Viljoen, 1978-08-21,1978-10-10, President Marais Viljoen, http://www.worldpresidentsdb.com/Marais-Viljoen/
South Africa, P W Botha, 1984-09-03,1989-08-15, President P W Botha, http://www.worldpresidentsdb.com/P-W-Botha/
South Africa, F W de Klerk, 1989-09-20,1994-05-09, President F W de Klerk, http://www.worldpresidentsdb.com/F-W-de-Klerk/
South Africa, Nelson Mandela, 1994-04-27,1999-06-14, President Nelson Mandela, http://www.worldpresidentsdb.com/Nelson-Mandela/
South Africa, Thabo Mbeki, 1999-06-16,2008-09-24, President Thabo Mbeki, http://www.worldpresidentsdb.com/Thabo-Mbeki/
South Africa, Kgalema Motlanthe, 2008-09-25,2009-05-09, President Kgalema Motlanthe, http://www.worldpresidentsdb.com/Kgalema-Motlanthe/
South Africa, Jacob Zuma, 2009-05-09,Acting, President Jacob Zuma, http://www.worldpresidentsdb.com/Jacob-Zuma/
Egypt, Anwar Al Sadat, 1970-10-05,1981-10-06, President Anwar Al Sadat, http://www.worldpresidentsdb.com/Anwar-Al-Sadat/
Egypt, Abdel Fattah el Sisi, 2014-06-08,Acting, President Abdel Fattah el Sisi, http://www.worldpresidentsdb.com/Abdel-Fattah-el-Sisi/
Egypt, Mohamed Morsi, 2012-06-30,2013-07-03, President Mohamed Morsi, http://www.worldpresidentsdb.com/Mohamed-Morsi/
Egypt, Hosni Mubarak, 1981-10-14,1987-10-14, Dictator Hosni Mubarak, http://www.worldpresidentsdb.com/Hosni-Mubarak/
Egypt, Hosni Mubarak, 1987-10-14,1993-10-14, Dictator Hosni Mubarak, http://www.worldpresidentsdb.com/Hosni-Mubarak/
Egypt, Hosni Mubarak, 1993-10-14,1999-10-14, Dictator Hosni Mubarak, http://www.worldpresidentsdb.com/Hosni-Mubarak/
Egypt, Hosni Mubarak, 1999-10-14,2005-10-14, Dictator Hosni Mubarak, http://www.worldpresidentsdb.com/Hosni-Mubarak/
Egypt, Hosni Mubarak, 2005-10-14,2011-02-11, Dictator Hosni Mubarak, http://www.worldpresidentsdb.com/Hosni-Mubarak/
Egypt, Muhammad Naguib, 1953-06-18,1954-11-14, President Muhammad Naguib, http://www.worldpresidentsdb.com/Muhammad-Naguib/
Egypt, Gamal Abdel Nasser, 1956-01-16,1970-09-28, President Gamal Abdel Nasser, http://www.worldpresidentsdb.com/Gamal-Abdel-Nasser/
Nicaragua, Daniel Ortega, 1985-01-10,1990-04-25, President Daniel Ortega, http://www.worldpresidentsdb.com/Daniel-Ortega/
Nicaragua, Daniel Ortega, 2007-01-10,Acting, President Daniel Ortega, http://www.worldpresidentsdb.com/Daniel-Ortega/
Uruguay, Jose Mujica, 2010-03-01,Acting, President Jose Mujica, http://www.worldpresidentsdb.com/Jose-Mujica/
Uruguay, Julio Maria Sanguinetti Coirolo, 1985-03-01,1990-03-01, President Julio Maria Sanguinetti Coirolo, http://www.worldpresidentsdb.com/Julio-Maria-Sanguinetti-Coirolo/
Uruguay, Tabare Vazquez, 2005-03-01,2010-03-01, President Tabare Vazquez, http://www.worldpresidentsdb.com/Tabare-Vazquez/
India, Rajendra Prasad, 1950-01-26,1962-05-13, President Rajendra Prasad, http://www.worldpresidentsdb.com/Rajendra-Prasad/
India, Sarvepalli Radhakrishnan, 1962-05-13,1967-05-13, President Sarvepalli Radhakrishnan, http://www.worldpresidentsdb.com/Sarvepalli-Radhakrishnan/
India, Zakir Hussain, 1967-05-13,1969-05-03, President Zakir Hussain, http://www.worldpresidentsdb.com/Zakir-Hussain/
India, V V Giri, 1969-08-24,1974-08-24, President V V Giri, http://www.worldpresidentsdb.com/V-V-Giri/
India, Fakhruddin Ali Ahmed, 1974-08-24,1977-02-11, President Fakhruddin Ali Ahmed, http://www.worldpresidentsdb.com/Fakhruddin-Ali-Ahmed/
India, Neelam Sanjiva Reddy, 1977-07-25,1982-07-25, President Neelam Sanjiva Reddy, http://www.worldpresidentsdb.com/Neelam-Sanjiva-Reddy/
India, Zail Singh, 1982-07-25,1987-07-25, President Zail Singh, http://www.worldpresidentsdb.com/Zail-Singh/
India, Ramaswamy Venkataraman, 1987-07-25,1992-07-25, President Ramaswamy Venkataraman, http://www.worldpresidentsdb.com/Ramaswamy-Venkataraman/
India, Shankar Dayal Sharma, 1992-07-25,1997-07-25, President Shankar Dayal Sharma, http://www.worldpresidentsdb.com/Shankar-Dayal-Sharma/
India, K R Narayanan, 1997-07-25,2002-07-25, President K R Narayanan, http://www.worldpresidentsdb.com/K-R-Narayanan/
India, Abdul Kalam, 2002-07-25,2007-07-25, President Abdul Kalam, http://www.worldpresidentsdb.com/Abdul-Kalam/
India, Pratibha Patil, 2007-07-25,2012-07-25, President Pratibha Patil, http://www.worldpresidentsdb.com/Pratibha-Patil/
India, Pranab Mukherjee, 2012-07-25,2017-07-25, President Pranab Mukherjee, http://www.worldpresidentsdb.com/Pranab-Mukherjee/
India, Ram Nath Kovind, 2017-07-25,Acting, President Ram Nath Kovind, http://www.worldpresidentsdb.com/Pranab-Mukherjee/
Peru, Alan Garcia, 1985-07-28,1990-07-28, President Alan Garcia, http://www.worldpresidentsdb.com/Alan-Garcia/
Peru, Alan Garcia, 2006-07-28,2011-07-28, President Alan Garcia, http://www.worldpresidentsdb.com/Alan-Garcia/
Peru, Alberto Fujimori, 1990-07-28,1995-07-28, President Alberto Fujimori, http://www.worldpresidentsdb.com/Alberto-Fujimori/
Peru, Ollanta Humala, 2011-07-28,Acting, President Ollanta Humala, http://www.worldpresidentsdb.com/Ollanta-Humala/
United Kingdom, Robert Walpole, 1721-04-04,1742-02-11, Prime Minister Robert Walpole, http://www.worldpresidentsdb.com/Robert-Walpole/
United Kingdom, Spencer Compton, 1742-02-16,1743-07-02, Prime Minister Spencer Compton, http://www.worldpresidentsdb.com/Spencer-Compton/
United Kingdom, Henry Pelham, 1743-08-27,1754-03-06, Prime Minister Henry Pelham, http://www.worldpresidentsdb.com/Henry-Pelham/
United Kingdom, Thomas Pelham Holles, 1757-07-02,1762-05-26, Prime Minister Thomas Pelham Holles, http://www.worldpresidentsdb.com/Thomas-Pelham-Holles/
United Kingdom, Thomas Pelham Holles, 1754-03-16,1756-11-16, Prime Minister Thomas Pelham Holles, http://www.worldpresidentsdb.com/Thomas-Pelham-Holles/
United Kingdom, William Cavendish, 1756-11-16,1757-06-25, Prime Minister William Cavendish, http://www.worldpresidentsdb.com/William-Cavendish/
United Kingdom, John Stuart, 1762-05-26,1763-04-08, Prime Minister John Stuart, http://www.worldpresidentsdb.com/John-Stuart/
United Kingdom, George Grenville, 1763-04-16,1765-07-13, Prime Minister George Grenville, http://www.worldpresidentsdb.com/George-Grenville/
United Kingdom, Charles Watson Wentworth, 1782-03-27,1782-07-01, Prime Minister Charles Watson Wentworth, http://www.worldpresidentsdb.com/Charles-Watson-Wentworth/
United Kingdom, William Pitt the Elder, 1766-07-30,1768-10-14, Prime Minister William Pitt the Elder, http://www.worldpresidentsdb.com/William-Pitt-the-Elder/
United Kingdom, Augustus FitzRoy, 1768-10-14,1770-01-28, Prime Minister Augustus FitzRoy, http://www.worldpresidentsdb.com/Augustus-FitzRoy/
United Kingdom, Lord Frederick North, 1770-01-28,1782-03-22, Prime Minister Lord Frederick North, http://www.worldpresidentsdb.com/Lord-Frederick-North/
United Kingdom, William Petty, 1782-07-04,1783-04-02, Prime Minister William Petty, http://www.worldpresidentsdb.com/William-Petty/
United Kingdom, William Cavendish Bentinck, 1807-03-31,1809-10-04, Prime Minister William Cavendish Bentinck, http://www.worldpresidentsdb.com/William-Cavendish-Bentinck/
United Kingdom, William Cavendish Bentinck, 1783-04-02,1783-12-19, Prime Minister William Cavendish Bentinck, http://www.worldpresidentsdb.com/William-Cavendish-Bentinck/
United Kingdom, William Pitt, 1804-05-10,1806-01-23, Prime Minister William Pitt, http://www.worldpresidentsdb.com/William-Pitt/
United Kingdom, William Pitt, 1783-12-19,1801-03-14, Prime Minister William Pitt, http://www.worldpresidentsdb.com/William-Pitt/
United Kingdom, Henry Addington, 1801-03-14,1804-05-10, Prime Minister Henry Addington, http://www.worldpresidentsdb.com/Henry-Addington/
United Kingdom, William Grenville, 1806-02-11,1807-03-31, Prime Minister William Grenville, http://www.worldpresidentsdb.com/William-Grenville/
United Kingdom, Spencer Perceval, 1809-10-04,1812-05-11, Prime Minister Spencer Perceval, http://www.worldpresidentsdb.com/Spencer-Perceval/
United Kingdom, Robert Jenkinson, 1812-06-08,1827-04-09, Prime Minister Robert Jenkinson, http://www.worldpresidentsdb.com/Robert-Jenkinson/
United Kingdom, George Canning, 1827-04-10,1827-08-08, Prime Minister George Canning, http://www.worldpresidentsdb.com/George-Canning/
United Kingdom, Frederick Robinson, 1827-08-31,1828-01-21, Prime Minister Frederick Robinson, http://www.worldpresidentsdb.com/Frederick-Robinson/
United Kingdom, Arthur Wellesley, 1828-01-22,1830-11-16, Prime Minister Arthur Wellesley, http://www.worldpresidentsdb.com/Arthur-Wellesley/
United Kingdom, Arthur Wellesley, 1834-11-14,1834-12-10, Prime Minister Arthur Wellesley, http://www.worldpresidentsdb.com/Arthur-Wellesley/
United Kingdom, Charles Grey, 1830-11-22,1834-07-16, Prime Minister Charles Grey, http://www.worldpresidentsdb.com/Charles-Grey/
United Kingdom, William Lamb, 1834-07-16,1834-11-14, Prime Minister William Lamb, http://www.worldpresidentsdb.com/William-Lamb/
United Kingdom, William Lamb, 1835-04-18,1841-08-30, Prime Minister William Lamb, http://www.worldpresidentsdb.com/William-Lamb/
United Kingdom, Robert Peel, 1841-08-30,1846-06-29, Prime Minister Robert Peel, http://www.worldpresidentsdb.com/Robert-Peel/
United Kingdom, Robert Peel, 1834-12-10,1835-04-08, Prime Minister Robert Peel, http://www.worldpresidentsdb.com/Robert-Peel/
United Kingdom, John Russell, 1865-10-29,1866-06-28, Prime Minister John Russell, http://www.worldpresidentsdb.com/John-Russell/
United Kingdom, John Russell, 1846-06-30,1852-02-23, Prime Minister John Russell, http://www.worldpresidentsdb.com/John-Russell/
United Kingdom, Edward Smith Stanley, 1866-06-28,1868-02-27, Prime Minister Edward Smith Stanley, http://www.worldpresidentsdb.com/Edward-Smith-Stanley/
United Kingdom, Edward Smith Stanley, 1858-02-20,1859-06-11, Prime Minister Edward Smith Stanley, http://www.worldpresidentsdb.com/Edward-Smith-Stanley/
United Kingdom, Edward Smith Stanley, 1852-02-23,1852-12-19, Prime Minister Edward Smith Stanley, http://www.worldpresidentsdb.com/Edward-Smith-Stanley/
United Kingdom, George Hamilton Gordon, 1852-12-19,1855-01-30, Prime Minister George Hamilton Gordon, http://www.worldpresidentsdb.com/George-Hamilton-Gordon/
United Kingdom, Henry John Temple, 1859-06-12,1865-10-18, Prime Minister Henry John Temple, http://www.worldpresidentsdb.com/Henry-John-Temple/
United Kingdom, Henry John Temple, 1855-02-06,1858-02-19, Prime Minister Henry John Temple, http://www.worldpresidentsdb.com/Henry-John-Temple/
United Kingdom, Benjamin Disraeli, 1874-02-20,1880-04-21, Prime Minister Benjamin Disraeli, http://www.worldpresidentsdb.com/Benjamin-Disraeli/
United Kingdom, Benjamin Disraeli, 1868-02-27,1868-12-01, Prime Minister Benjamin Disraeli, http://www.worldpresidentsdb.com/Benjamin-Disraeli/
United Kingdom, William Ewart Gladstone, 1892-08-15,1894-03-02, Prime Minister William Ewart Gladstone, http://www.worldpresidentsdb.com/William-Ewart-Gladstone/
United Kingdom, William Ewart Gladstone, 1886-02-01,1886-07-20, Prime Minister William Ewart Gladstone, http://www.worldpresidentsdb.com/William-Ewart-Gladstone/
United Kingdom, William Ewart Gladstone, 1880-04-23,1885-06-09, Prime Minister William Ewart Gladstone, http://www.worldpresidentsdb.com/William-Ewart-Gladstone/
United Kingdom, William Ewart Gladstone, 1868-12-03,1874-02-17, Prime Minister William Ewart Gladstone, http://www.worldpresidentsdb.com/William-Ewart-Gladstone/
United Kingdom, Robert Gascoyne Cecil, 1885-06-23,1886-01-28, Prime Minister Robert Gascoyne Cecil, http://www.worldpresidentsdb.com/Robert-Gascoyne-Cecil/
United Kingdom, Robert Gascoyne Cecil, 1886-07-25,1892-08-11, Prime Minister Robert Gascoyne Cecil, http://www.worldpresidentsdb.com/Robert-Gascoyne-Cecil/
United Kingdom, Robert Gascoyne Cecil, 1895-06-25,1902-07-11, Prime Minister Robert Gascoyne Cecil, http://www.worldpresidentsdb.com/Robert-Gascoyne-Cecil/
United Kingdom, Archibald Primrose, 1894-03-05,1895-06-22, Prime Minister Archibald Primrose, http://www.worldpresidentsdb.com/Archibald-Primrose/
United Kingdom, Arthur Balfour, 1902-07-11,1905-12-05, Prime Minister Arthur Balfour, http://www.worldpresidentsdb.com/Arthur-Balfour/
United Kingdom, Henry Campbell Bannerman, 1905-12-05,1908-04-03, Prime Minister Henry Campbell Bannerman, http://www.worldpresidentsdb.com/Henry-Campbell-Bannerman/
United Kingdom, Herbert Henry Asquith, 1908-04-05,1916-12-05, Prime Minister Herbert Henry Asquith, http://www.worldpresidentsdb.com/Herbert-Henry-Asquith/
United Kingdom, David Lloyd George, 1916-12-07,1922-10-22, Prime Minister David Lloyd George, http://www.worldpresidentsdb.com/David-Lloyd-George/
United Kingdom, Bonar Law, 1922-10-23,1923-05-22, Prime Minister Bonar Law, http://www.worldpresidentsdb.com/Bonar-Law/
United Kingdom, Stanley Baldwin, 1935-06-07,1937-05-28, Prime Minister Stanley Baldwin, http://www.worldpresidentsdb.com/Stanley-Baldwin/
United Kingdom, Stanley Baldwin, 1924-11-04,1929-06-05, Prime Minister Stanley Baldwin, http://www.worldpresidentsdb.com/Stanley-Baldwin/
United Kingdom, Stanley Baldwin, 1923-05-23,1924-01-16, Prime Minister Stanley Baldwin, http://www.worldpresidentsdb.com/Stanley-Baldwin/
United Kingdom, Ramsay MacDonald, 1929-06-05,1935-06-07, Prime Minister Ramsay MacDonald, http://www.worldpresidentsdb.com/Ramsay-MacDonald/
United Kingdom, Ramsay MacDonald, 1924-01-22,1924-11-04, Prime Minister Ramsay MacDonald, http://www.worldpresidentsdb.com/Ramsay-MacDonald/
United Kingdom, Neville Chamberlain, 1937-05-27,1940-05-10, Prime Minister Neville Chamberlain, http://www.worldpresidentsdb.com/Neville-Chamberlain/
United Kingdom, Winston Churchill, 1940-05-10,1945-05-23, Prime Minister Winston Churchill, http://www.worldpresidentsdb.com/Winston-Churchill/
United Kingdom, Clement Attlee, 1945-07-27,1951-10-26, Prime Minister Clement Attlee, http://www.worldpresidentsdb.com/Clement-Attlee/
United Kingdom, Anthony Eden, 1955-04-07,1957-01-09, Prime Minister Anthony Eden, http://www.worldpresidentsdb.com/Anthony-Eden/
United Kingdom, Harold Macmillan, 1957-01-11,1963-10-20, Prime Minister Harold Macmillan, http://www.worldpresidentsdb.com/Harold-Macmillan/
United Kingdom, Alec Douglas Home, 1963-10-20,1964-10-16, Prime Minister Alec Douglas Home, http://www.worldpresidentsdb.com/Alec-Douglas-Home/
United Kingdom, Harold Wilson, 1974-03-04,1976-04-05, Prime Minister Harold Wilson, http://www.worldpresidentsdb.com/Harold-Wilson/
United Kingdom, Edward Heath, 1970-06-19,1974-03-04, Prime Minister Edward Heath, http://www.worldpresidentsdb.com/Edward-Heath/
United Kingdom, James Callaghan, 1976-04-05,1979-05-04, Prime Minister James Callaghan, http://www.worldpresidentsdb.com/James-Callaghan/
United Kingdom, Margaret Thatcher, 1979-05-04,1990-11-28, Prime Minister Margaret Thatcher, http://www.worldpresidentsdb.com/Margaret-Thatcher/
United Kingdom, John Major, 1990-11-28,1997-05-02, Prime Minister John Major, http://www.worldpresidentsdb.com/John-Major/
United Kingdom, Tony Blair, 1997-05-02,2007-06-27, Prime Minister Tony Blair, http://www.worldpresidentsdb.com/Tony-Blair/
United Kingdom, Gordon Brown, 2007-06-27,2010-05-11, Prime Minister Gordon Brown, http://www.worldpresidentsdb.com/Gordon-Brown/
United Kingdom, David Cameron, 2010-05-11,2016-07-13, Prime Minister David Cameron, http://www.worldpresidentsdb.com/David-Cameron/
United Kingdom, Theresa May, 2016-07-13,Acting, Prime Minister Theresa May, http://www.worldpresidentsdb.com/David-Cameron/
Malaysia, Tunku Abdul Rahman, 1957-08-31,1970-09-22, Prime Minister Tunku Abdul Rahman, http://www.worldpresidentsdb.com/Tunku-Abdul-Rahman/
Malaysia, Abdul Razak Hussein, 1970-09-22,1976-01-14, Prime Minister Abdul Razak Hussein, http://www.worldpresidentsdb.com/Abdul-Razak-Hussein/
Malaysia, Hussein Onn, 1976-01-15,1981-07-16, Prime Minister Hussein Onn, http://www.worldpresidentsdb.com/Hussein-Onn/
Malaysia, Mahathir Mohamad, 1981-07-16,2003-10-31, Prime Minister Mahathir Mohamad, http://www.worldpresidentsdb.com/Mahathir-Mohamad/
Malaysia, Abdullah Ahmad Badawi, 2003-10-31,2009-04-03, Prime Minister Abdullah Ahmad Badawi, http://www.worldpresidentsdb.com/Abdullah-Ahmad-Badawi/
Malaysia, Najib Razak, 2009-04-03,2013-04-03, Prime Minister Najib Razak, http://www.worldpresidentsdb.com/Najib-Razak/
Malaysia, Najib Razak, 2013-05-06,Acting, Prime Minister Najib Razak, http://www.worldpresidentsdb.com/Najib-Razak/
Austria, Heinz Fischer, 2004-07-08,2010-07-08, President Heinz Fischer, http://www.worldpresidentsdb.com/Heinz-Fischer/
Austria, Heinz Fischer, 2010-07-08,Acting, President Heinz Fischer, http://www.worldpresidentsdb.com/Heinz-Fischer/
Austria, Rudolf Kirchschlager, 1974-07-08,1980-07-08, President Rudolf Kirchschlager, http://www.worldpresidentsdb.com/Rudolf-Kirchschlager/
Austria, Rudolf Kirchschlager, 1980-07-08,1986-07-08, President Rudolf Kirchschlager, http://www.worldpresidentsdb.com/Rudolf-Kirchschlager/
Austria, Thomas Klestil, 1998-07-08,2004-07-06, President Thomas Klestil, http://www.worldpresidentsdb.com/Thomas-Klestil/
Austria, Thomas Klestil, 1992-07-08,1998-07-08, President Thomas Klestil, http://www.worldpresidentsdb.com/Thomas-Klestil/
Austria, Kurt Waldheim, 1986-07-08,1992-07-08, President Kurt Waldheim, http://www.worldpresidentsdb.com/Kurt-Waldheim/
Colombia, Cesar Gaviria, 1990-08-07,1994-08-07, President Cesar Gaviria, http://www.worldpresidentsdb.com/Cesar-Gaviria/
Colombia, Andres Pastrana Arango, 1998-08-07,2002-08-07, President Andres Pastrana Arango, http://www.worldpresidentsdb.com/Andres-Pastrana-Arango/
Colombia, Ernesto Samper, 1994-08-07,1998-08-07, President Ernesto Samper, http://www.worldpresidentsdb.com/Ernesto-Samper/
Colombia, Juan Manuel Santos, 2010-08-07,Acting, President Juan Manuel Santos, http://www.worldpresidentsdb.com/Juan-Manuel-Santos/
Colombia, Alvaro Uribe, 2002-08-07,2006-08-07, President Alvaro Uribe, http://www.worldpresidentsdb.com/Alvaro-Uribe/
Colombia, Alvaro Uribe, 2006-08-07,2010-08-07, President Alvaro Uribe, http://www.worldpresidentsdb.com/Alvaro-Uribe/
Greece, Konstantinos Karamanlis, 1990-05-05,1995-05-10, President Konstantinos Karamanlis, http://www.worldpresidentsdb.com/Konstantinos-Karamanlis/
Greece, Konstantinos Karamanlis, 1980-05-15,1985-03-10, President Konstantinos Karamanlis, http://www.worldpresidentsdb.com/Konstantinos-Karamanlis/
Greece, Konstantinos Stephanopoulos, 1995-03-10,2005-03-12, President Konstantinos Stephanopoulos, http://www.worldpresidentsdb.com/Konstantinos-Stephanopoulos/
Greece, Karolos Papoulias, 2005-03-12,Acting, President Karolos Papoulias, http://www.worldpresidentsdb.com/Karolos-Papoulias/
Paraguay, Horacio Cartes, 2013-08-15,Acting, President Horacio Cartes, http://www.worldpresidentsdb.com/Horacio-Cartes/
Paraguay, Nicanor Duarte, 2003-08-15,2008-08-14, President Nicanor Duarte, http://www.worldpresidentsdb.com/Nicanor-Duarte/
Paraguay, Federico Franco, 2012-06-22,2013-08-15, President Federico Franco, http://www.worldpresidentsdb.com/Federico-Franco/
Paraguay, Luis Angel Gonzalez Macchi, 1999-03-29,2003-08-15, President Luis Angel Gonzalez Macchi, http://www.worldpresidentsdb.com/Luis-Angel-Gonzalez-Macchi/
Kenya, Jomo Kenyatta, 1964-12-12,1978-08-22, President Jomo Kenyatta, http://www.worldpresidentsdb.com/Jomo-Kenyatta/
Kenya, Daniel arap Moi, 1978-08-22,2002-12-30, President Daniel arap Moi, http://www.worldpresidentsdb.com/Daniel-arap-Moi/
Kenya, Mwai Kibaki, 2002-12-30,2013-04-09, President Mwai Kibaki, http://www.worldpresidentsdb.com/Mwai-Kibaki/
Kenya, Uhuru Kenyatta, 2013-04-09,Acting, President Uhuru Kenyatta, http://www.worldpresidentsdb.com/Uhuru-Kenyatta/
South Korea, Kim Young sam, 1993-02-25,1998-02-25, President Kim Young sam, http://www.worldpresidentsdb.com/Kim-Young-sam/
South Korea, Kim Dae jung, 1998-02-25,2003-02-25, President Kim Dae jung, http://www.worldpresidentsdb.com/Kim-Dae-jung/
South Korea, Roh Moo hyun, 2003-02-25,2008-02-25, President Roh Moo hyun, http://www.worldpresidentsdb.com/Roh-Moo-hyun/
South Korea, Lee Myung bak, 2008-02-25,Acting, President Lee Myung bak, http://www.worldpresidentsdb.com/Lee-Myung-bak/
South Korea, Park Geun hye, 2013-02-25,2017-03-10, President Park Geun hye, http://www.worldpresidentsdb.com/Park-Geun-hye/
South Korea, Moon Jae In, 2017-03-10,Acting, President Moon Jae In, http://www.worldpresidentsdb.com/Park-Geun-hye/
United States, George Washington, 1789-04-30,1797-03-04, President George Washington, http://www.worldpresidentsdb.com/George-Washington/
United States, John Adams, 1797-03-04,1801-03-04, President John Adams, http://www.worldpresidentsdb.com/John-Adams/
United States, Thomas Jefferson, 1801-03-04,1805-03-04, President Thomas Jefferson, http://www.worldpresidentsdb.com/Thomas-Jefferson/
United States, Thomas Jefferson, 1805-03-04,1809-03-04, President Thomas Jefferson, http://www.worldpresidentsdb.com/Thomas-Jefferson/
United States, James Madison, 1809-03-04,1813-03-04, President James Madison, http://www.worldpresidentsdb.com/James-Madison/
United States, James Madison, 1813-03-04,1817-03-04, President James Madison, http://www.worldpresidentsdb.com/James-Madison/
United States, James Monroe, 1817-03-04,1821-03-04, President James Monroe, http://www.worldpresidentsdb.com/James-Monroe/
United States, James Monroe, 1821-03-04,1825-03-04, President James Monroe, http://www.worldpresidentsdb.com/James-Monroe/
United States, John Q Adams, 1825-03-04,1829-03-04, President John Q Adams, http://www.worldpresidentsdb.com/John-Q-Adams/
United States, Andrew Jackson, 1829-03-04,1832-03-04, President Andrew Jackson, http://www.worldpresidentsdb.com/Andrew-Jackson/
United States, Andrew Jackson, 1832-03-04,1837-03-04, President Andrew Jackson, http://www.worldpresidentsdb.com/Andrew-Jackson/
United States, Martin Van Buren, 1837-03-04,1841-03-04, President Martin Van Buren, http://www.worldpresidentsdb.com/Martin-Van-Buren/
United States, William Henry Harrison, 1841-03-04,1841-04-04, President William Henry Harrison, http://www.worldpresidentsdb.com/William-Henry-Harrison/
United States, John Tyler, 1841-04-04,1845-03-04, President John Tyler, http://www.worldpresidentsdb.com/John-Tyler/
United States, James K Polk, 1845-03-04,1849-03-04, President James K Polk, http://www.worldpresidentsdb.com/James-K-Polk/
United States, Zachary Taylor, 1849-03-04,1850-07-09, President Zachary Taylor, http://www.worldpresidentsdb.com/Zachary-Taylor/
